player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Kyler Gordon,83451,CB,CHI,6,10,0,69.6,0,0,6,2,0,64.1,68.0,80.2,47.9,81.4,58.0,0,6,0,0,31,13.9,5,1,0,93.0,16,1,0,69,1,153,280,11,0,0,11,0,0,269,24,103,199,15,21,2,23,7,0,182,120,11.4
Beanie Bishop Jr.,83459,CB,PIT,8,4,0,65.8,0,0,25,0,0,62.6,60.7,33.3,63.9,53.1,73.6,0,0,0,3,34,8.3,2,2,2,80.3,25,1,0,16,6,243,354,7,0,0,7,0,5,347,6,105,320,8,18,2,38,1,3,273,137,10.9
Alontae Taylor,83469,CB,NO,8,0,0,78.4,0,1,20,0,0,40.4,49.1,12.0,71.3,83.1,45.8,1,3,0,0,60,21.3,10,5,2,112.7,40,5,0,42,59,277,448,20,0,0,20,0,1,428,28,143,326,16,37,5,51,9,2,403,231,10.1
Myles Cole,83500,ED,JAX,2,0,0,,0,0,15,0,0,60.2,49.5,78.1,51.8,51.3,27.4,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,1,24,24,0,1,20,3,0,0,14,9,0,0,1,0,0,0,0,0,0,
Javontae Jean-Baptiste,83514,ED,WAS,6,2,0,,0,0,32,0,0,,63.5,84.7,50.1,73.4,74.1,1,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,132,132,0,5,118,9,0,0,69,63,0,4,3,0,0,3,0,0,0,
Amari Burney,83811,LB,LV,2,0,0,100.0,0,0,23,0,0,53.9,51.2,70.7,68.4,48.9,26.0,0,1,0,0,26,50.0,1,0,0,118.8,2,0,0,12,3,12,20,3,0,0,3,0,0,17,3,5,2,1,1,0,2,1,0,39,35,19.5
Corey Ballentine,83833,CB,GB,5,0,0,66.7,0,0,12,0,0,55.4,52.2,76.3,,44.2,75.1,0,0,0,0,29,0.0,0,0,0,149.3,2,0,0,3,35,32,43,0,0,0,0,0,1,43,0,11,4,0,2,0,3,0,1,43,11,21.5
Jevon Holland,83873,S,MIA,6,5,0,66.7,0,1,17,0,0,53.4,60.8,80.7,50.0,77.1,62.1,0,1,0,0,71,13.8,4,1,0,130.2,8,0,0,68,1,139,280,13,0,0,13,0,156,267,10,131,42,5,20,0,12,1,1,129,71,16.1
Talanoa Hufanga,83903,S,SF,2,3,0,100.0,0,0,28,0,0,60.3,59.8,76.7,,57.9,46.0,0,0,0,0,15,20.0,2,0,0,118.8,1,0,0,17,0,36,64,2,0,0,2,0,44,62,0,28,1,0,5,0,1,0,0,15,16,15.0
Lucas Krull,83962,TE,DEN,1,0,0,,0,0,10,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Josh Newton,84268,CB,CIN,5,1,0,66.7,0,0,7,0,0,62.2,61.7,78.7,54.5,60.0,78.6,0,0,0,0,15,0.0,0,0,0,89.6,2,0,0,7,5,33,40,0,0,0,0,0,1,40,2,5,26,1,1,0,3,0,0,23,11,11.5
Markees Watts,84537,ED,TB,4,0,0,,0,0,30,0,0,65.1,70.2,72.5,60.9,60.0,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,2,11,10,0,0,10,0,0,1,7,2,0,0,0,0,0,1,0,0,0,
Darius Muasau,86008,LB,NYG,6,1,0,75.0,0,0,21,0,0,45.1,58.7,75.9,56.3,71.8,42.3,0,0,0,1,10,25.0,3,0,0,42.7,3,0,0,78,2,34,81,0,0,0,0,0,0,81,3,44,1,5,8,1,4,0,0,17,25,5.7
Rico Payton,86957,CB,NO,4,0,0,0.0,0,0,20,0,0,65.3,66.4,74.9,,63.9,72.5,0,0,0,0,,,0,1,0,39.6,0,0,0,0,19,13,21,0,0,0,0,0,0,21,0,8,2,0,0,0,2,0,0,0,0,
Keenan Isaac,86972,CB,TB,1,0,0,,0,0,30,0,0,60.7,70.6,89.4,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Chris Williams,87178,DI,CHI,7,1,0,,0,0,6,0,0,60.2,62.4,34.0,67.9,57.9,40.7,0,4,0,0,,11.1,1,0,1,0.0,0,1,0,0,0,1,120,120,5,75,1,39,0,0,68,51,0,6,7,0,0,5,0,0,0,
Nate Adkins,87625,TE,DEN,1,0,0,,0,0,10,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Khristian Boyd,88444,DI,NO,5,2,0,,0,0,20,0,0,,48.8,79.3,54.7,48.1,69.6,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,69,69,26,42,0,1,0,0,35,34,0,0,1,0,0,2,0,0,0,
Charles Woods,89148,CB,LA,1,0,0,,0,0,26,0,0,,64.8,69.1,,64.9,72.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,5,0,6,0,0,0,0,0,0,6,0,6,0,0,1,0,0,0,0,0,0,
Kyle Dugger,90621,S,NE,6,4,1,75.0,0,1,19,0,0,60.0,64.5,82.6,67.7,67.1,71.0,0,2,0,0,56,8.1,3,0,1,124.5,12,1,0,152,8,183,339,31,0,0,31,0,101,308,21,135,47,12,30,3,16,3,1,150,75,12.5
Daniel Hardy,91336,ED,CHI,3,0,0,,0,0,6,0,0,,52.5,74.3,51.6,60.1,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,10,10,0,0,9,1,0,0,8,2,0,0,0,0,0,1,0,0,0,
E.J. Speed,94351,LB,IND,7,13,0,83.8,0,0,14,0,0,48.8,50.9,48.5,52.1,58.3,47.2,1,6,0,0,28,17.3,13,1,1,99.2,31,0,0,401,3,244,493,32,0,0,32,0,6,461,29,220,51,27,49,3,37,7,0,289,178,9.3
Jordan Davis,94854,DI,PHI,7,4,2,,0,0,24,0,0,,66.3,82.7,63.8,62.9,38.9,0,4,0,0,,16.7,2,0,0,0.0,0,1,0,0,0,0,185,185,42,142,1,0,0,0,97,88,0,7,6,1,0,5,0,0,0,
Mike Sainristil,97180,CB,WAS,8,4,0,66.7,0,0,32,0,0,62.9,62.7,84.3,51.8,60.0,80.5,0,0,0,1,41,4.9,2,2,0,103.2,22,0,0,26,254,251,406,5,0,0,5,0,1,401,5,150,120,13,35,1,33,0,3,221,122,10.0
Dell Pettus,97290,S,NE,6,4,0,50.0,0,0,19,0,0,70.2,74.5,80.2,56.9,73.7,85.9,0,0,0,0,13,0.0,0,0,0,70.8,1,0,0,33,6,59,112,1,0,0,1,0,40,111,2,51,32,1,7,0,2,0,0,13,5,13.0
Thomas Harper,97325,S,LV,4,1,0,100.0,0,0,23,0,0,50.2,49.5,76.1,58.3,60.0,79.1,0,0,0,0,13,0.0,0,0,0,118.8,1,0,0,4,2,25,31,2,0,0,2,0,21,29,1,5,2,0,1,0,1,0,0,13,14,13.0
Cameron Mitchell,97340,CB,CLV,8,1,0,66.7,0,0,8,0,0,59.7,59.2,79.6,53.3,58.1,27.3,0,0,0,0,29,36.4,4,1,1,115.6,8,0,0,20,12,89,141,3,0,0,3,0,3,138,4,48,103,4,6,1,12,0,1,87,41,10.9
Dadrion Taylor-Demerson,97348,S,ARZ,6,3,0,33.3,0,0,1,0,0,86.7,90.3,74.8,,69.6,81.9,0,0,0,0,3,0.0,0,2,0,42.4,1,0,0,22,0,22,42,0,0,0,0,0,19,42,0,20,1,1,2,0,3,0,0,3,1,3.0
Christian Roland-Wallace,97374,CB,KC,3,0,0,66.7,1,0,16,0,0,60.9,61.1,0.0,84.0,60.0,81.4,2,1,0,1,11,0.0,0,0,1,83.3,4,0,0,8,1,38,47,1,0,0,1,0,0,46,5,4,37,0,4,0,6,3,1,37,5,9.3
Jarrian Jones,97486,CB,JAX,8,3,0,69.2,0,0,15,0,0,68.9,73.0,81.5,53.4,88.5,35.8,0,0,0,1,39,25.0,6,3,0,76.6,18,0,0,20,3,181,259,1,0,0,1,0,3,258,3,75,232,8,15,0,26,0,0,205,179,11.4
Nick Cross,97514,S,IND,8,14,0,73.3,0,1,14,0,0,54.1,62.5,51.9,51.3,78.8,67.5,0,1,0,1,47,11.3,9,1,2,109.6,22,0,0,181,0,300,564,22,0,0,22,0,264,542,7,257,97,18,57,2,30,1,3,194,60,8.8
Dax Hill,97519,CB,CIN,5,5,0,57.9,0,0,7,0,0,68.0,68.2,21.0,81.8,66.0,38.7,0,0,0,0,27,16.7,5,1,1,88.7,11,1,0,36,203,140,262,0,0,0,0,0,0,262,2,120,23,8,20,0,19,1,1,95,47,8.6
Drake Thomas,97525,LB,SEA,3,2,0,60.0,0,0,29,0,0,43.1,46.7,71.8,59.1,63.3,25.4,0,0,0,0,17,33.3,1,1,0,86.3,3,0,0,28,1,20,32,1,0,0,1,0,0,31,1,11,2,0,0,0,5,0,0,41,12,13.7
Tyrique Stevenson,97562,CB,CHI,6,4,0,51.1,1,0,6,0,0,51.9,52.1,0.0,,65.2,58.1,0,0,1,1,61,11.8,4,5,4,85.1,23,0,0,29,324,221,363,1,0,0,1,0,2,362,0,142,7,6,26,0,45,0,2,377,97,16.4
Elijah Chatman,97568,DI,NYG,8,2,0,,0,0,21,1,0,60.8,62.7,80.8,61.4,58.5,73.4,1,10,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,2,149,149,1,43,6,99,0,0,106,41,0,4,5,0,0,12,0,0,0,
Tyler Davis,97610,DI,LA,6,1,0,,0,0,26,0,0,,46.6,79.5,51.8,48.3,72.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,76,76,28,37,1,10,0,0,27,49,0,4,6,1,0,0,0,0,0,
Josh Wallace,97676,CB,LA,6,0,0,44.4,0,0,26,0,0,50.1,48.2,78.4,55.6,45.6,25.7,0,0,0,0,12,50.0,2,1,0,92.4,4,0,0,14,21,57,112,1,0,0,1,0,1,111,3,52,75,1,2,0,9,0,1,35,27,8.8
Brandon Joseph,97680,S,DET,4,2,0,0.0,0,0,11,0,0,59.1,55.9,79.4,,47.8,48.4,0,0,0,0,,20.0,2,0,0,39.6,0,0,0,21,0,92,129,0,0,0,0,0,102,129,0,37,6,1,6,0,1,0,0,0,0,
Alex Austin,97683,CB,NE,1,0,0,100.0,0,0,19,0,0,54.0,55.1,73.2,,60.0,23.2,0,0,0,0,10,100.0,1,0,0,147.9,1,0,0,0,13,10,14,0,0,0,0,0,0,14,0,4,1,0,0,0,1,0,1,10,11,10.0
Dorian Williams,97694,LB,BUF,8,16,0,73.2,0,1,4,2,0,41.0,59.1,81.3,65.7,75.6,60.3,1,3,0,0,22,11.7,9,0,0,93.3,30,0,0,359,0,189,393,11,0,0,11,0,0,382,22,182,23,29,52,4,41,4,1,218,129,7.3
Ronnie Hickman Jr.,97702,S,CLV,5,2,0,57.1,0,0,8,1,0,63.7,69.9,80.1,56.4,77.3,71.1,0,0,0,0,23,10.5,2,0,0,75.3,4,0,0,17,1,104,174,2,0,0,2,0,148,172,2,68,6,4,15,1,7,0,0,43,39,10.8
Storm Duck,97705,CB,MIA,5,1,0,71.4,0,0,17,0,0,56.8,58.2,78.8,,60.4,48.6,0,0,0,0,15,25.0,2,0,0,84.2,5,0,0,16,81,46,102,2,0,0,2,0,0,100,0,56,3,3,5,1,7,0,0,38,1,7.6
Omar Speights,97723,LB,LA,1,1,0,,0,0,26,0,0,50.9,67.7,72.0,,74.8,78.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,22,0,8,22,0,0,0,0,0,0,22,0,14,0,1,3,0,0,0,0,0,0,
Mohamed Kamara,97731,ED,MIA,1,1,0,,0,0,17,0,0,60.0,69.4,73.6,69.7,60.7,69.9,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,16,16,0,0,15,1,0,0,7,8,0,0,0,0,0,2,0,0,0,
Javon Solomon,97821,ED,BUF,5,0,0,,0,1,4,0,0,60.7,90.1,77.6,91.1,52.5,73.9,2,0,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,1,39,39,0,0,39,0,0,0,27,11,0,3,1,0,0,4,0,0,0,
Martin Emerson Jr.,97872,CB,CLV,8,8,0,62.2,2,1,8,1,0,44.7,44.5,43.1,,50.8,41.0,0,0,0,0,41,19.1,9,2,3,123.6,23,0,0,32,371,258,428,5,0,0,5,0,0,423,0,170,20,7,30,1,37,0,4,299,74,13.0
Tyler Nubin,97895,S,NYG,8,13,0,90.9,0,0,21,1,0,64.4,67.8,83.9,64.9,69.1,86.4,0,1,0,0,22,5.5,3,0,0,100.0,10,0,0,155,3,288,490,15,0,0,15,0,274,475,6,196,43,10,39,2,11,1,0,88,23,8.8
Adetomiwa Adebawore,97934,DI,IND,8,1,0,,0,0,14,0,0,,58.0,35.5,65.6,55.0,28.7,1,1,0,0,,20.0,1,0,1,0.0,0,1,0,0,0,0,123,123,7,92,5,19,0,0,68,55,0,3,3,1,0,3,0,0,0,
Levelle Bailey,97956,LB,DEN,1,0,0,,0,0,10,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Derick Hall,98130,ED,SEA,8,6,0,100.0,0,1,29,1,1,75.4,71.3,66.2,72.6,57.6,55.0,7,13,0,0,6,15.0,3,0,1,81.3,2,5,0,3,1,21,349,342,0,2,336,4,0,7,181,147,3,12,11,0,2,25,0,7,12,3.5
DeWayne Carter,98175,DI,BUF,7,1,1,,0,0,4,0,0,62.0,44.1,82.9,52.4,41.3,72.7,2,3,0,0,,10.0,1,0,0,0.0,0,0,0,0,0,1,183,183,2,166,0,15,0,0,92,90,0,7,8,4,0,5,0,0,0,
Derek Stingley Jr.,98253,CB,HST,8,2,0,51.2,0,0,13,0,0,66.9,66.8,84.3,,60.8,45.5,0,0,0,1,40,17.1,6,5,0,64.3,22,0,0,43,424,299,473,1,0,0,1,0,0,472,0,174,5,9,27,2,43,0,1,222,93,10.1
Colby Wooden,98312,DI,GB,4,1,1,,0,0,12,0,0,,56.5,79.4,68.0,45.5,37.5,1,3,0,0,,12.5,1,0,0,0.0,0,1,0,0,0,0,83,83,0,53,2,28,0,0,50,33,0,3,6,0,0,5,0,0,0,
Alex Wright,98318,ED,CLV,4,2,0,100.0,0,0,8,0,0,64.2,60.2,0.0,67.2,54.5,55.5,0,2,0,0,14,0.0,0,0,2,118.8,1,1,1,2,0,5,103,101,1,3,72,25,0,2,61,37,0,4,5,0,1,3,0,14,8,14.0
George Karlaftis,98319,ED,KC,7,2,1,100.0,0,0,16,0,0,61.9,71.9,88.8,69.7,61.9,56.6,9,16,0,0,9,6.7,1,0,0,104.2,1,3,0,1,0,12,373,372,0,12,323,37,0,1,242,119,0,11,12,1,1,28,0,9,6,9.0
Marshawn Kneeland,98344,ED,DAL,5,3,0,,0,0,9,0,0,60.7,54.7,83.7,54.8,53.8,50.9,4,2,0,0,,9.1,1,0,0,0.0,0,0,0,0,0,2,111,111,0,11,87,13,0,0,68,41,0,5,7,1,0,6,0,0,0,
Kayvon Thibodeaux,98444,ED,NYG,5,0,0,,1,0,21,0,0,60.4,57.4,38.7,62.3,54.3,30.9,4,10,0,0,,25.0,3,0,2,0.0,0,2,0,1,0,2,242,241,0,1,239,1,0,1,162,78,0,7,9,2,0,16,0,0,0,
Eric Watts,98459,ED,NYJ,5,2,0,,0,0,22,0,0,,66.4,82.3,47.3,76.0,74.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,64,64,1,0,63,0,0,0,27,37,0,2,3,0,0,0,0,0,0,
Zach Harrison,98503,DI,ATL,8,5,0,,0,0,2,0,0,67.0,70.0,81.8,55.3,66.9,54.6,0,2,0,0,,9.1,1,0,0,0.0,0,0,0,0,0,0,111,110,0,72,5,33,0,1,60,51,0,4,5,0,0,2,0,0,0,
Tatum Bethune,98532,LB,SF,3,0,0,,0,0,28,0,0,63.6,64.8,67.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,5,8,0,0,0,0,0,0,8,0,3,2,0,0,0,0,0,0,0,0,
Anfernee Orji,98568,LB,NO,6,4,0,85.7,0,0,20,0,0,42.6,46.0,79.6,48.1,57.6,43.8,0,2,0,0,15,15.8,3,0,0,97.0,6,0,0,103,0,47,125,14,0,0,14,0,0,111,8,70,8,4,12,2,7,2,0,51,41,8.5
Kaiir Elam,98693,CB,BUF,4,1,0,50.0,0,0,4,0,0,90.8,90.6,74.4,,67.8,78.0,0,0,0,0,1,0.0,0,1,0,56.3,1,0,0,2,23,16,26,0,0,0,0,0,0,26,0,10,1,2,3,1,2,0,0,1,1,1.0
Mohamoud Diabate,98780,LB,CLV,4,5,0,66.7,0,0,8,0,0,63.5,78.8,0.0,66.2,88.7,59.1,0,2,0,0,9,19.0,4,1,1,71.5,2,1,0,120,0,61,133,5,2,0,3,0,5,128,11,61,3,7,12,2,3,3,0,10,9,5.0
Jay Ward,98833,S,MIN,3,0,0,,0,0,18,0,0,63.7,62.2,79.3,54.5,60.0,,1,0,0,0,,,0,0,0,0.0,0,0,0,3,0,8,13,6,0,0,6,0,3,7,4,1,0,0,0,0,0,1,0,0,0,
Cor'Dale Flott,98834,CB,NYG,7,4,0,77.3,0,0,21,0,0,62.5,61.2,82.7,52.1,54.9,33.7,0,0,0,0,34,21.9,7,2,0,122.0,17,0,0,34,235,185,314,0,0,0,0,0,1,314,3,126,44,6,21,1,22,0,1,213,68,12.5
Jammie Robinson,98836,S,CAR,1,0,0,100.0,0,0,5,0,0,43.2,41.2,68.4,,,73.3,0,0,0,0,9,0.0,0,0,0,104.2,1,0,0,8,0,11,11,0,0,0,0,0,0,11,0,0,3,0,1,0,1,0,0,9,11,9.0
Cam Smith,98837,CB,MIA,1,0,0,100.0,0,0,17,0,0,31.7,35.1,76.1,60.0,64.9,79.1,0,0,0,0,22,0.0,0,0,0,158.3,5,0,0,2,33,26,35,0,0,0,0,0,0,35,1,8,0,1,4,0,5,0,1,63,6,12.6
Jaylen McCollough,98845,S,LA,5,1,0,0.0,0,0,26,0,0,86.4,86.9,77.7,59.9,60.0,79.3,0,0,1,3,,0.0,0,0,0,0.0,0,0,0,16,0,47,54,6,0,0,6,0,13,48,1,6,19,3,4,0,2,0,0,0,0,
Demani Richardson,98852,S,CAR,1,4,0,75.0,0,0,5,0,0,58.1,67.5,80.1,56.1,83.8,87.8,0,1,0,0,16,8.3,1,0,0,91.7,3,0,0,12,0,39,73,4,0,0,4,0,42,69,2,32,15,0,7,0,4,1,0,26,8,8.7
Jordan Battle,98857,S,CIN,6,1,0,100.0,0,0,7,0,0,45.2,45.4,75.2,58.8,64.5,56.4,0,0,0,0,45,14.3,1,0,0,158.3,3,0,0,23,2,34,47,2,0,0,2,0,17,45,1,12,2,2,5,0,3,0,1,81,10,27.0
Nehemiah Pritchett,98875,CB,SEA,4,2,0,61.5,0,0,29,0,0,42.0,30.4,0.0,,26.5,25.1,0,0,0,0,30,42.9,6,1,1,112.7,8,0,0,2,102,68,108,0,0,0,0,0,0,108,0,40,4,0,6,0,13,0,1,105,42,13.1
AJ Finley,98887,S,LAC,3,0,0,75.0,0,0,27,0,0,68.5,70.1,73.9,59.1,60.6,78.5,0,0,0,0,38,0.0,0,0,0,114.6,3,0,0,8,2,29,35,1,0,0,1,0,17,34,1,5,7,1,3,0,4,0,0,48,20,16.0
Deantre Prince,98888,CB,JAX,4,1,0,66.7,0,0,15,0,0,54.1,30.8,75.0,,25.5,22.2,0,0,0,0,27,66.7,4,0,0,149.3,2,0,0,6,30,20,39,0,0,0,0,0,0,39,0,19,3,0,1,0,3,0,1,52,27,26.0
Brandin Echols,98900,CB,NYJ,5,2,0,64.3,0,0,22,0,0,60.7,53.0,82.5,,29.5,28.9,0,0,0,2,44,21.1,4,0,0,92.3,9,0,0,11,150,100,177,11,0,0,11,0,0,166,0,77,5,3,13,0,14,0,2,123,45,13.7
Zacch Pickens,98911,DI,CHI,1,0,0,,0,0,6,0,0,,68.2,71.5,67.5,60.3,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,7,7,1,6,0,0,0,0,4,3,0,0,0,0,0,2,0,0,0,
DeMarvin Leal,98919,ED,PIT,5,0,0,,0,0,25,0,0,61.8,68.3,80.2,55.4,73.8,71.6,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,51,50,0,1,49,0,0,1,27,22,1,0,2,0,0,2,0,0,0,
Justin Eboigbe,98925,DI,LAC,1,0,0,,0,0,27,0,0,,59.2,71.5,59.3,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,
Travon Walker,98940,ED,JAX,8,8,0,,0,1,15,0,0,65.2,65.1,45.9,61.9,67.0,42.2,4,19,0,0,,26.9,7,0,3,0.0,0,6,0,0,0,5,416,416,0,3,398,15,0,0,264,147,0,16,11,1,0,29,0,0,0,
Zion Logue,98944,DI,BUF,2,1,0,,0,0,4,0,0,,30.3,78.1,52.6,31.0,68.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,36,36,15,21,0,0,0,0,16,20,0,1,1,0,0,0,0,0,0,
Isaiah McGuire,98948,ED,CLV,7,3,0,0.0,0,1,8,0,0,61.1,86.1,85.5,64.3,89.9,77.4,0,8,0,0,,0.0,0,0,0,39.6,0,1,0,0,0,5,146,146,0,1,138,7,0,0,70,71,0,5,7,1,1,9,0,0,0,
Henry To'oTo'o,98982,LB,HST,6,14,0,88.9,0,0,13,0,0,52.0,61.9,81.6,52.6,73.6,56.9,0,4,0,0,30,14.3,8,1,1,130.8,16,0,0,276,4,160,319,15,0,0,15,0,1,304,27,132,23,18,34,3,18,4,2,117,81,7.3
Owen Pappoe,99006,LB,ARZ,6,1,0,83.3,0,0,1,0,0,75.1,56.5,75.2,46.4,41.6,54.6,0,2,0,0,12,15.4,2,0,0,92.4,5,0,0,53,0,26,55,0,0,0,0,0,0,55,14,15,2,5,10,0,6,2,0,37,25,7.4
Nolan Smith,99014,ED,PHI,7,5,1,100.0,0,0,24,0,0,46.3,68.8,83.4,72.6,65.6,69.1,0,6,0,0,10,7.7,1,0,0,131.3,2,3,0,0,0,22,183,177,0,0,177,0,0,6,79,82,6,7,7,0,2,9,1,12,3,6.0
Jermaine Johnson,99015,ED,NYJ,2,2,0,,0,0,22,0,0,62.1,41.7,0.0,62.3,40.4,27.1,0,7,0,0,,37.5,3,0,2,0.0,0,0,0,0,0,1,82,82,0,1,80,1,0,0,46,35,0,3,3,1,0,7,0,0,0,
Nakobe Dean,99018,LB,PHI,7,13,0,81.5,0,0,24,1,0,42.0,55.5,83.5,75.9,67.3,55.6,3,2,0,0,70,13.1,8,1,1,126.4,22,2,0,369,3,219,409,11,0,0,11,0,1,398,36,154,25,24,40,5,27,7,1,307,217,14.0
Trey Palmer,99248,WR,TB,1,0,0,,0,0,30,0,0,60.7,70.2,60.0,,,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
T'Vondre Sweat,99321,DI,TEN,7,10,0,,0,0,31,0,0,65.6,70.2,84.5,56.3,70.2,76.2,0,6,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,7,290,290,40,243,0,7,0,0,150,133,0,9,12,2,0,6,0,0,0,
Jordan Jefferson,99325,DI,JAX,3,2,0,,0,0,15,0,0,59.8,66.7,0.0,66.1,70.6,70.5,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,1,46,46,3,43,0,0,0,0,16,29,0,1,2,0,0,1,0,0,0,
Dee Winters,99376,LB,SF,6,4,0,83.3,0,0,28,0,0,70.6,64.7,75.2,55.7,55.9,72.0,0,0,0,0,7,8.3,1,0,0,80.6,5,0,0,76,0,44,101,6,0,0,6,0,0,95,4,53,18,4,7,0,6,0,0,20,26,4.0
Tykee Smith,99500,CB,TB,7,4,0,71.1,0,2,30,0,0,70.1,74.4,82.7,67.2,83.9,64.1,2,2,0,1,18,12.1,4,3,1,92.9,27,0,0,24,1,214,325,8,0,0,8,0,2,317,35,76,290,11,25,2,38,4,2,228,100,8.4
Garrett Williams,99723,CB,ARZ,7,6,0,59.3,0,0,1,0,0,73.6,70.1,81.6,53.6,51.9,32.1,0,0,0,1,27,24.1,7,2,0,72.0,16,0,0,114,8,223,351,0,0,0,0,0,4,351,3,125,225,6,16,0,27,0,1,153,108,9.6
Jarvis Brownlee Jr.,99734,CB,TEN,7,4,0,56.7,0,0,31,0,0,63.7,61.6,23.0,41.8,63.7,38.4,0,1,0,0,57,20.7,6,3,3,92.9,17,0,0,23,242,162,280,2,0,0,2,0,0,278,2,116,13,8,19,3,30,1,1,234,145,13.8
Andrew Booth Jr.,99744,CB,DAL,2,1,0,100.0,0,0,9,0,0,29.1,38.9,75.8,,77.8,79.6,0,0,0,0,39,0.0,0,0,0,118.8,4,0,0,3,32,20,38,0,0,0,0,0,0,38,0,18,3,3,5,0,4,0,0,85,26,21.3
SirVocea Dennis,99767,LB,TB,4,4,0,100.0,0,0,30,0,0,74.3,67.3,78.7,51.2,54.1,33.2,0,0,0,0,11,19.0,4,0,1,98.2,7,1,0,88,0,64,105,6,0,0,6,0,1,99,17,24,9,7,13,0,7,1,0,53,41,7.6
Ruke Orhorhoro,99768,DI,ATL,4,2,0,,0,0,2,0,0,60.0,53.4,78.2,49.7,60.5,41.2,1,1,0,0,,16.7,1,0,0,0.0,0,0,0,0,0,1,63,63,1,42,2,18,0,0,43,19,0,2,3,0,0,2,0,0,0,
Renardo Green,99773,CB,SF,7,3,0,47.1,0,1,28,0,0,79.1,79.6,84.4,,73.0,67.5,0,0,0,1,26,7.7,1,0,1,83.0,8,0,0,5,172,133,194,1,0,0,1,0,0,193,0,61,14,3,9,0,17,0,2,110,14,13.8
Calijah Kancey,99822,DI,TB,3,0,0,,0,0,30,0,0,62.0,46.7,33.9,65.8,34.4,53.1,1,5,0,0,,11.1,1,0,1,0.0,0,1,0,0,0,2,122,122,1,67,8,46,0,0,74,46,0,7,8,2,0,7,0,0,0,
Laiatu Latu,100551,ED,IND,8,2,1,,0,2,14,1,0,62.1,66.9,69.2,67.4,60.4,30.1,5,10,0,0,,26.7,4,0,1,0.0,0,2,0,3,0,4,308,305,0,1,298,6,0,3,180,124,0,7,9,1,0,17,0,0,0,
Jacob Cowing,100894,WR,SF,2,0,0,,0,0,28,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Sauce Gardner,100903,CB,NYJ,8,4,0,56.0,0,0,22,0,0,69.2,65.2,84.0,80.6,42.6,41.8,0,1,0,0,40,23.3,7,3,4,100.9,14,1,0,64,414,272,498,3,0,0,3,0,2,495,3,223,15,7,19,0,25,2,1,233,59,16.6
